Bacteria1,Bacteria2,Distance
Spirillum minus,Eikenella corrodens,0.2568
Spirillum minus,Cardiobacterium hominis,0.2534
Spirillum minus,Aggregatibacter actinomycetemcomitans,0.2814
Spirillum minus,Haemophilus parainfluenzae,0.2774
Spirillum minus,Enterococcus faecalis,0.2383
Spirillum minus,G Streptococcus,0.2183
Spirillum minus,Salmonella enterica,0.2878
Spirillum minus,Shigella dysenteriae,0.2826
Spirillum minus,Staphylococcus lugdunensis,0.2494
Spirillum minus,Staphylococcus saprophyticus,0.2477
Spirillum minus,Chlamydophila pneumoniae,0.2903
Spirillum minus,Mycoplasma pneumoniae,0.2855
Spirillum minus,Gardnerella vaginalis,0.2621
Spirillum minus,Campylobacter spp,0.2762
Spirillum minus,Legionella pneumophila,0.2425
Spirillum minus,Clostridium septicum,0.266
Spirillum minus,Clostridium perfringens,0.2542
Spirillum minus,C. trachomatis,0.2553
Spirillum minus,Prevotella bivia,0.2321
Spirillum minus,Streptococcus pyogenes,0.2496
Spirillum minus,Neisseria meningitidis,0.2553
Spirillum minus,S. ParatyphiA,0.2878
Spirillum minus,S.Typhi,0.2878
Spirillum minus,Klebsiella pneumoniae,0.2823
Spirillum minus,E. coli,0.278
Spirillum minus,Neisseria gonorrhoeae,0.2603
Spirillum minus,Staphylococcus aureus,0.2479
Spirillum minus,Brucella melitensis,0.2376
Spirillum minus,Brucella abortus,0.2374
Spirillum minus,Moraxella catarrhalis,0.2593
Spirillum minus,Haemophilus influenzae,0.2834
Spirillum minus,Streptococcus pneumoniae,0.2595
Spirillum minus,V. cholerae,0.2775
Capnocytophaga canimorsus,Capnocytophaga canimorsus,0
Capnocytophaga canimorsus,Enterobacter agglomerans,0.2468
Capnocytophaga canimorsus,Enterobacter gergoviae,0.2496
Capnocytophaga canimorsus,Mycobacterium fortuitum,0.2479
Capnocytophaga canimorsus,M. abscessus,0.2453
Capnocytophaga canimorsus,Staphylococcus intermedius,0.1864
Capnocytophaga canimorsus,Streptococcus constellatus,0.2181
Capnocytophaga canimorsus,Streptococcus anginosus,0.2557
Capnocytophaga canimorsus,Streptobacillus moniliformis,0.2304
Capnocytophaga canimorsus,Spirillum minus,0.2304
Capnocytophaga canimorsus,Pasteurella multocida,0.2572
Capnocytophaga canimorsus,Ureaplasma urealyticum,0.261
Capnocytophaga canimorsus,Cutibacterium acnes,0.2531
Capnocytophaga canimorsus,Listeria monocytogenes,0.2395
Capnocytophaga canimorsus,Enterococcus faecium,0.2205
Capnocytophaga canimorsus,Stenotrophomonas maltophilia,0.2399
Capnocytophaga canimorsus,Enterobacter aerogenes,0.2604
Capnocytophaga canimorsus,E. cloacae,0.2573
Capnocytophaga canimorsus,Acinetobacter baumannii,0.2444
Capnocytophaga canimorsus,Streptococcus hemolyticus,0.2192
Capnocytophaga canimorsus,Proteus mirabilis,0.2434
Capnocytophaga canimorsus,Burkholderia pseudomallei,0.2323
Capnocytophaga canimorsus,C. difficile,0.2299
Capnocytophaga canimorsus,Staphylococcus epidermidis,0.1951
Capnocytophaga canimorsus,Pseudomonas aeruginosa,0.2456
Capnocytophaga canimorsus,Streptococcus agalactiae,0.2206
Capnocytophaga canimorsus,Morganella morganii,0.2594
Capnocytophaga canimorsus,Kingella kingae,0.2755
Capnocytophaga canimorsus,Eikenella corrodens,0.28
Capnocytophaga canimorsus,Cardiobacterium hominis,0.2747
Capnocytophaga canimorsus,Aggregatibacter actinomycetemcomitans,0.2703
Capnocytophaga canimorsus,Haemophilus parainfluenzae,0.2705
Capnocytophaga canimorsus,Enterococcus faecalis,0.2343
Capnocytophaga canimorsus,G Streptococcus,0.2216
Capnocytophaga canimorsus,Salmonella enterica,0.2469
Capnocytophaga canimorsus,Shigella dysenteriae,0.2495
Capnocytophaga canimorsus,Staphylococcus lugdunensis,0.2258
Capnocytophaga canimorsus,Staphylococcus saprophyticus,0.263
Capnocytophaga canimorsus,Chlamydophila pneumoniae,0.2915
Capnocytophaga canimorsus,Mycoplasma pneumoniae,0.2773
Capnocytophaga canimorsus,Gardnerella vaginalis,0.2605
Capnocytophaga canimorsus,Campylobacter spp,0.2439
Capnocytophaga canimorsus,Legionella pneumophila,0.2454
Capnocytophaga canimorsus,Clostridium septicum,0.2658
Capnocytophaga canimorsus,Clostridium perfringens,0.2115
Capnocytophaga canimorsus,C. trachomatis,0.2518
Capnocytophaga canimorsus,Prevotella bivia,0.2349
Capnocytophaga canimorsus,Streptococcus pyogenes,0.2192
Capnocytophaga canimorsus,Neisseria meningitidis,0.2753
Capnocytophaga canimorsus,S. ParatyphiA,0.2469
Capnocytophaga canimorsus,S.Typhi,0.2469
Capnocytophaga canimorsus,Klebsiella pneumoniae,0.2612
Capnocytophaga canimorsus,E. coli,0.2484
Capnocytophaga canimorsus,Neisseria gonorrhoeae,0.2186
Capnocytophaga canimorsus,Staphylococcus aureus,0.1953
Capnocytophaga canimorsus,Brucella melitensis,0.2388
Capnocytophaga canimorsus,Brucella abortus,0.2388
Capnocytophaga canimorsus,Moraxella catarrhalis,0.2464
Capnocytophaga canimorsus,Haemophilus influenzae,0.2669
Capnocytophaga canimorsus,Streptococcus pneumoniae,0.2316
Capnocytophaga canimorsus,V. cholerae,0.2409
Pasteurella multocida,Enterobacter agglomerans,0.1557
Pasteurella multocida,Enterobacter gergoviae,0.1613
Pasteurella multocida,Mycobacterium fortuitum,0.2472
Pasteurella multocida,M. abscessus,0.24
Pasteurella multocida,Staphylococcus intermedius,0.2585
Pasteurella multocida,Streptococcus constellatus,0.2549
Pasteurella multocida,Streptococcus anginosus,0.2536
Pasteurella multocida,Streptobacillus moniliformis,0.2787
Pasteurella multocida,Spirillum minus,0.2787
Pasteurella multocida,Capnocytophaga canimorsus,0.2572
Pasteurella multocida,Ureaplasma urealyticum,0.2842
Pasteurella multocida,Cutibacterium acnes,0.2538
Pasteurella multocida,Listeria monocytogenes,0.2495
Pasteurella multocida,Enterococcus faecium,0.2707
Pasteurella multocida,Stenotrophomonas maltophilia,0.1916
Pasteurella multocida,Enterobacter aerogenes,0.1843
Pasteurella multocida,E. cloacae,0.1717
Pasteurella multocida,Acinetobacter baumannii,0.1948
Pasteurella multocida,Streptococcus hemolyticus,0.2621
Pasteurella multocida,Proteus mirabilis,0.195
Pasteurella multocida,Burkholderia pseudomallei,0.2024
Pasteurella multocida,C. difficile,0.2656
Pasteurella multocida,Staphylococcus epidermidis,0.2605
Pasteurella multocida,Pseudomonas aeruginosa,0.1826
Pasteurella multocida,Streptococcus agalactiae,0.2566
Pasteurella multocida,Morganella morganii,0.162
Pasteurella multocida,Kingella kingae,0.1807
Pasteurella multocida,Eikenella corrodens,0.1664
Pasteurella multocida,Cardiobacterium hominis,0.1826
Pasteurella multocida,Aggregatibacter actinomycetemcomitans,0.1926
Pasteurella multocida,Haemophilus parainfluenzae,0.2091
Pasteurella multocida,Enterococcus faecalis,0.2641
Pasteurella multocida,G Streptococcus,0.2585
Pasteurella multocida,Salmonella enterica,0.1599
Pasteurella multocida,Shigella dysenteriae,0.1659
Pasteurella multocida,Staphylococcus lugdunensis,0.2618
Pasteurella multocida,Staphylococcus saprophyticus,0.2606
Pasteurella multocida,Chlamydophila pneumoniae,0.2905
Pasteurella multocida,Mycoplasma pneumoniae,0.2972
Pasteurella multocida,Gardnerella vaginalis,0.2708
Pasteurella multocida,Campylobacter spp,0.2623
Pasteurella multocida,Legionella pneumophila,0.1742
Pasteurella multocida,Clostridium septicum,0.259
Pasteurella multocida,Clostridium perfringens,0.2588
Pasteurella multocida,C. trachomatis,0.2801
Pasteurella multocida,Prevotella bivia,0.2878
Pasteurella multocida,Streptococcus pyogenes,0.2621
Pasteurella multocida,Neisseria meningitidis,0.1744
Pasteurella multocida,S. ParatyphiA,0.1599
Pasteurella multocida,S.Typhi,0.1599
Pasteurella multocida,Klebsiella pneumoniae,0.1728
Pasteurella multocida,E. coli,0.168
Pasteurella multocida,Neisseria gonorrhoeae,0.1779
Pasteurella multocida,Staphylococcus aureus,0.2588
Pasteurella multocida,Brucella melitensis,0.2127
Pasteurella multocida,Brucella abortus,0.2176
Pasteurella multocida,Moraxella catarrhalis,0.1704
Pasteurella multocida,Haemophilus influenzae,0.1847
Pasteurella multocida,Streptococcus pneumoniae,0.25
Pasteurella multocida,Pasteurella multocida,0
Pasteurella multocida,V. cholerae,0.1657
Ureaplasma urealyticum,Ureaplasma urealyticum,0
Ureaplasma urealyticum,Enterobacter agglomerans,0.2983
Ureaplasma urealyticum,Enterobacter gergoviae,0.2962
Ureaplasma urealyticum,Mycobacterium fortuitum,0.275
Ureaplasma urealyticum,M. abscessus,0.2752
Ureaplasma urealyticum,Staphylococcus intermedius,0.2617
Ureaplasma urealyticum,Streptococcus constellatus,0.2692
Ureaplasma urealyticum,Streptococcus anginosus,0.2669
Ureaplasma urealyticum,Streptobacillus moniliformis,0.2834
Ureaplasma urealyticum,Spirillum minus,0.2834
Ureaplasma urealyticum,Capnocytophaga canimorsus,0.261
Ureaplasma urealyticum,Pasteurella multocida,0.2842
Ureaplasma urealyticum,Cutibacterium acnes,0.2825
Ureaplasma urealyticum,Listeria monocytogenes,0.2593
Ureaplasma urealyticum,Enterococcus faecium,0.2524
Ureaplasma urealyticum,Stenotrophomonas maltophilia,0.2879
Ureaplasma urealyticum,Enterobacter aerogenes,0.2941
Ureaplasma urealyticum,E. cloacae,0.2946
Ureaplasma urealyticum,Acinetobacter baumannii,0.2853
Ureaplasma urealyticum,Streptococcus hemolyticus,0.2589
Ureaplasma urealyticum,Proteus mirabilis,0.2832
Ureaplasma urealyticum,Burkholderia pseudomallei,0.286
Ureaplasma urealyticum,C. difficile,0.2673
Ureaplasma urealyticum,Staphylococcus epidermidis,0.2623
Ureaplasma urealyticum,Pseudomonas aeruginosa,0.2839
Ureaplasma urealyticum,Streptococcus agalactiae,0.2556
Ureaplasma urealyticum,Morganella morganii,0.2954
Ureaplasma urealyticum,Kingella kingae,0.2901
Ureaplasma urealyticum,Eikenella corrodens,0.2858
Ureaplasma urealyticum,Cardiobacterium hominis,0.2853
Ureaplasma urealyticum,Aggregatibacter actinomycetemcomitans,0.2772
Ureaplasma urealyticum,Haemophilus parainfluenzae,0.2889
Ureaplasma urealyticum,Enterococcus faecalis,0.2623
Ureaplasma urealyticum,G Streptococcus,0.2582
Ureaplasma urealyticum,Salmonella enterica,0.2893
Ureaplasma urealyticum,Shigella dysenteriae,0.2993
Ureaplasma urealyticum,Staphylococcus lugdunensis,0.2609
Ureaplasma urealyticum,Staphylococcus saprophyticus,0.265
Ureaplasma urealyticum,Chlamydophila pneumoniae,1
Ureaplasma urealyticum,Mycoplasma pneumoniae,0.1742
Ureaplasma urealyticum,Gardnerella vaginalis,0.2899
Ureaplasma urealyticum,Campylobacter spp,0.2632
Ureaplasma urealyticum,Legionella pneumophila,0.2894
Ureaplasma urealyticum,Clostridium septicum,0.26
Ureaplasma urealyticum,Clostridium perfringens,0.262
Ureaplasma urealyticum,C. trachomatis,1
Ureaplasma urealyticum,Prevotella bivia,0.3088
Ureaplasma urealyticum,Streptococcus pyogenes,0.2589
Ureaplasma urealyticum,Neisseria meningitidis,0.2892
Ureaplasma urealyticum,S. ParatyphiA,0.2893
Ureaplasma urealyticum,S.Typhi,0.2893
Ureaplasma urealyticum,Klebsiella pneumoniae,0.2952
Ureaplasma urealyticum,E. coli,0.2984
Ureaplasma urealyticum,Neisseria gonorrhoeae,0.29
Ureaplasma urealyticum,Staphylococcus aureus,0.2576
Ureaplasma urealyticum,Brucella melitensis,0.2625
Ureaplasma urealyticum,Brucella abortus,0.2626
Ureaplasma urealyticum,Moraxella catarrhalis,0.2805
Ureaplasma urealyticum,Haemophilus influenzae,0.2755
Ureaplasma urealyticum,Streptococcus pneumoniae,0.253
Ureaplasma urealyticum,V. cholerae,0.2875
Cutibacterium acnes,Cutibacterium acnes,0
Cutibacterium acnes,Enterobacter agglomerans,0.2517
Cutibacterium acnes,Enterobacter gergoviae,0.2471
Cutibacterium acnes,Mycobacterium fortuitum,0.211
Cutibacterium acnes,M. abscessus,0.2174
Cutibacterium acnes,Staphylococcus intermedius,0.2282
Cutibacterium acnes,Streptococcus constellatus,0.2254
Cutibacterium acnes,Streptococcus anginosus,0.2291
Cutibacterium acnes,Streptobacillus moniliformis,0.2421
Cutibacterium acnes,Spirillum minus,0.2421
Cutibacterium acnes,Capnocytophaga canimorsus,0.2531
Cutibacterium acnes,Pasteurella multocida,0.2538
Cutibacterium acnes,Ureaplasma urealyticum,0.2825
Cutibacterium acnes,Listeria monocytogenes,0.2279
Cutibacterium acnes,Enterococcus faecium,0.2261
Cutibacterium acnes,Stenotrophomonas maltophilia,0.2478
Cutibacterium acnes,Enterobacter aerogenes,0.2465
Cutibacterium acnes,E. cloacae,0.2449
Cutibacterium acnes,Acinetobacter baumannii,0.2497
Cutibacterium acnes,Streptococcus hemolyticus,0.229
Cutibacterium acnes,Proteus mirabilis,0.2441
Cutibacterium acnes,Burkholderia pseudomallei,0.249
Cutibacterium acnes,C. difficile,0.2241
Cutibacterium acnes,Staphylococcus epidermidis,0.23
Cutibacterium acnes,Pseudomonas aeruginosa,0.2433
Cutibacterium acnes,Streptococcus agalactiae,0.2284
Cutibacterium acnes,Morganella morganii,0.2541
Cutibacterium acnes,Kingella kingae,0.2391
Cutibacterium acnes,Eikenella corrodens,0.2522
Cutibacterium acnes,Cardiobacterium hominis,0.2378
Cutibacterium acnes,Aggregatibacter actinomycetemcomitans,0.2553
Cutibacterium acnes,Haemophilus parainfluenzae,0.2517
Cutibacterium acnes,Enterococcus faecalis,0.2248
Cutibacterium acnes,G Streptococcus,0.2291
Cutibacterium acnes,Salmonella enterica,0.2423
Cutibacterium acnes,Shigella dysenteriae,0.2466
Cutibacterium acnes,Staphylococcus lugdunensis,0.2292
Cutibacterium acnes,Staphylococcus saprophyticus,0.2284
Cutibacterium acnes,Chlamydophila pneumoniae,0.2571
Cutibacterium acnes,Mycoplasma pneumoniae,0.2781
Cutibacterium acnes,Gardnerella vaginalis,0.2113
Cutibacterium acnes,Campylobacter spp,0.2518
Cutibacterium acnes,Legionella pneumophila,0.2357
Cutibacterium acnes,Clostridium septicum,0.2302
Cutibacterium acnes,Clostridium perfringens,0.227
Cutibacterium acnes,C. trachomatis,0.2581
Cutibacterium acnes,Prevotella bivia,0.265
Cutibacterium acnes,Streptococcus pyogenes,0.229
Cutibacterium acnes,Neisseria meningitidis,0.2498
Cutibacterium acnes,S. ParatyphiA,0.2423
Cutibacterium acnes,S.Typhi,0.2423
Cutibacterium acnes,Klebsiella pneumoniae,0.2486
Cutibacterium acnes,E. coli,0.2453
Cutibacterium acnes,Neisseria gonorrhoeae,0.2527
Cutibacterium acnes,Staphylococcus aureus,0.2295
Cutibacterium acnes,Brucella melitensis,0.2218
Cutibacterium acnes,Brucella abortus,0.2218
Cutibacterium acnes,Moraxella catarrhalis,0.244
Cutibacterium acnes,Haemophilus influenzae,0.2511
Cutibacterium acnes,Streptococcus pneumoniae,0.2245
Cutibacterium acnes,V. cholerae,0.2484
Listeria monocytogenes,Listeria monocytogenes,0
Listeria monocytogenes,Enterobacter agglomerans,0.2441
Listeria monocytogenes,Enterobacter gergoviae,0.2465
Listeria monocytogenes,Mycobacterium fortuitum,0.2076
Listeria monocytogenes,M. abscessus,0.2081
Listeria monocytogenes,Staphylococcus intermedius,0.1372
Listeria monocytogenes,Streptococcus constellatus,0.154
Listeria monocytogenes,Streptococcus anginosus,0.1551
Listeria monocytogenes,Streptobacillus moniliformis,0.2514
Listeria monocytogenes,Spirillum minus,0.2514
Listeria monocytogenes,Capnocytophaga canimorsus,0.2395
Listeria monocytogenes,Pasteurella multocida,0.2495
Listeria monocytogenes,Ureaplasma urealyticum,0.2593
Listeria monocytogenes,Cutibacterium acnes,0.2279
Listeria monocytogenes,Enterococcus faecium,0.1647
Listeria monocytogenes,Stenotrophomonas maltophilia,0.251
Listeria monocytogenes,Enterobacter aerogenes,0.2445
Listeria monocytogenes,E. cloacae,0.2412
Listeria monocytogenes,Acinetobacter baumannii,0.2383
Listeria monocytogenes,Streptococcus hemolyticus,0.158
Listeria monocytogenes,Proteus mirabilis,0.2477
Listeria monocytogenes,Burkholderia pseudomallei,0.2433
Listeria monocytogenes,C. difficile,0.1923
Listeria monocytogenes,Staphylococcus epidermidis,0.1399
Listeria monocytogenes,Pseudomonas aeruginosa,0.242
Listeria monocytogenes,Streptococcus agalactiae,0.1681
Listeria monocytogenes,Morganella morganii,0.2546
Listeria monocytogenes,Kingella kingae,0.2562
Listeria monocytogenes,Eikenella corrodens,0.2349
Listeria monocytogenes,Cardiobacterium hominis,0.2383
Listeria monocytogenes,Aggregatibacter actinomycetemcomitans,0.2475
Listeria monocytogenes,Haemophilus parainfluenzae,0.2475
Listeria monocytogenes,Enterococcus faecalis,0.1743
Listeria monocytogenes,G Streptococcus,0.1742
Listeria monocytogenes,Salmonella enterica,0.2448
Listeria monocytogenes,Shigella dysenteriae,0.2562
Listeria monocytogenes,Staphylococcus lugdunensis,0.1263
Listeria monocytogenes,Staphylococcus saprophyticus,0.1836
Listeria monocytogenes,Chlamydophila pneumoniae,0.2656
Listeria monocytogenes,Mycoplasma pneumoniae,0.2626
Listeria monocytogenes,Gardnerella vaginalis,0.225
Listeria monocytogenes,Campylobacter spp,0.2523
Listeria monocytogenes,Legionella pneumophila,0.2377
Listeria monocytogenes,Clostridium septicum,0.1946
Listeria monocytogenes,Clostridium perfringens,0.1897
Listeria monocytogenes,C. trachomatis,0.2697
Listeria monocytogenes,Prevotella bivia,0.25
Listeria monocytogenes,Streptococcus pyogenes,0.158
Listeria monocytogenes,Neisseria meningitidis,0.2362
Listeria monocytogenes,S. ParatyphiA,0.2448
Listeria monocytogenes,S.Typhi,0.2448
Listeria monocytogenes,Klebsiella pneumoniae,0.2441
Listeria monocytogenes,E. coli,0.2585
Listeria monocytogenes,Neisseria gonorrhoeae,0.2379
Listeria monocytogenes,Staphylococcus aureus,0.1363
Listeria monocytogenes,Brucella melitensis,0.2113
Listeria monocytogenes,Brucella abortus,0.2164
Listeria monocytogenes,Moraxella catarrhalis,0.2398
Listeria monocytogenes,Haemophilus influenzae,0.2466
Listeria monocytogenes,Streptococcus pneumoniae,0.1441
Listeria monocytogenes,V. cholerae,0.2449
Enterococcus faecium,Enterococcus faecium,0
Enterococcus faecium,Enterobacter agglomerans,0.2479
Enterococcus faecium,Enterobacter gergoviae,0.2543
